[Trial 1] Config: {'learning_rate': np.float64(1.900437523873714e-05), 'weight_decay': np.float64(1.1220740288380033e-05), 'adam_beta1': 0.8522555704901327, 'adam_beta2': 0.9609373261692923, 'warmup_steps': 427, 'train_batch': 11}
[Trial 8] Config: {'learning_rate': np.float64(4.5583674266187176e-05), 'weight_decay': np.float64(0.00017259948865207625), 'adam_beta1': 0.9637243110590477, 'adam_beta2': 0.9782902551175813, 'warmup_steps': 410, 'train_batch': 10}
[Trial 8] Config: {'learning_rate': np.float64(4.5583674266187176e-05), 'weight_decay': np.float64(0.00017259948865207625), 'adam_beta1': 0.9637243110590477, 'adam_beta2': 0.9782902551175813, 'warmup_steps': 410, 'train_batch': 10}
[Trial 9] Config: {'learning_rate': np.float64(1.23494827350644e-06), 'weight_decay': np.float64(2.856252195909326e-05), 'adam_beta1': 0.8549837130844004, 'adam_beta2': 0.9539098068692577, 'warmup_steps': 169, 'train_batch': 11}
[Trial 9] Config: {'learning_rate': np.float64(1.23494827350644e-06), 'weight_decay': np.float64(2.856252195909326e-05), 'adam_beta1': 0.8549837130844004, 'adam_beta2': 0.9539098068692577, 'warmup_steps': 169, 'train_batch': 11}
[Trial 10] Config: {'learning_rate': np.float64(5.757745307830578e-06), 'weight_decay': np.float64(8.069016522267495e-05), 'adam_beta1': 0.9584809810617425, 'adam_beta2': 0.9579700507606481, 'warmup_steps': 231, 'train_batch': 14}
[Trial 10] Config: {'learning_rate': np.float64(5.757745307830578e-06), 'weight_decay': np.float64(8.069016522267495e-05), 'adam_beta1': 0.9584809810617425, 'adam_beta2': 0.9579700507606481, 'warmup_steps': 231, 'train_batch': 14}
[Trial 11] Config: {'learning_rate': np.float64(4.634714813327543e-06), 'weight_decay': np.float64(1.0392984091368012e-05), 'adam_beta1': 0.8223542138934136, 'adam_beta2': 0.9783532365560531, 'warmup_steps': 440, 'train_batch': 11}
[Trial 11] Config: {'learning_rate': np.float64(4.634714813327543e-06), 'weight_decay': np.float64(1.0392984091368012e-05), 'adam_beta1': 0.8223542138934136, 'adam_beta2': 0.9783532365560531, 'warmup_steps': 440, 'train_batch': 11}
[Trial 12] Config: {'learning_rate': np.float64(2.0519282036544663e-05), 'weight_decay': np.float64(0.0003370084726860904), 'adam_beta1': 0.8810851678252221, 'adam_beta2': 0.9785219612121582, 'warmup_steps': 52, 'train_batch': 30}
[Trial 12] Config: {'learning_rate': np.float64(2.0519282036544663e-05), 'weight_decay': np.float64(0.0003370084726860904), 'adam_beta1': 0.8810851678252221, 'adam_beta2': 0.9785219612121582, 'warmup_steps': 52, 'train_batch': 30}
[Trial 13] Config: {'learning_rate': np.float64(1.2072060056862844e-05), 'weight_decay': np.float64(1.6684457606507613e-05), 'adam_beta1': 0.8962387949228287, 'adam_beta2': 0.9981002480983734, 'warmup_steps': 113, 'train_batch': 31}
[Trial 13] Config: {'learning_rate': np.float64(1.2072060056862844e-05), 'weight_decay': np.float64(1.6684457606507613e-05), 'adam_beta1': 0.8962387949228287, 'adam_beta2': 0.9981002480983734, 'warmup_steps': 113, 'train_batch': 31}
[Trial 14] Config: {'learning_rate': np.float64(2.22793143459855e-05), 'weight_decay': np.float64(4.284669202036437e-05), 'adam_beta1': 0.9863971358537674, 'adam_beta2': 0.9830204286575317, 'warmup_steps': 403, 'train_batch': 13}
[Trial 14] Config: {'learning_rate': np.float64(2.22793143459855e-05), 'weight_decay': np.float64(4.284669202036437e-05), 'adam_beta1': 0.9863971358537674, 'adam_beta2': 0.9830204286575317, 'warmup_steps': 403, 'train_batch': 13}
[Trial 15] Config: {'learning_rate': np.float64(4.916569609491208e-06), 'weight_decay': np.float64(9.740688259564564e-05), 'adam_beta1': 0.8141313922405243, 'adam_beta2': 0.9561451318860054, 'warmup_steps': 337, 'train_batch': 11}
[Trial 15] Config: {'learning_rate': np.float64(4.916569609491208e-06), 'weight_decay': np.float64(9.740688259564564e-05), 'adam_beta1': 0.8141313922405243, 'adam_beta2': 0.9561451318860054, 'warmup_steps': 337, 'train_batch': 11}
[Trial 16] Config: {'learning_rate': np.float64(1.461990027815888e-05), 'weight_decay': np.float64(0.0004669965468126083), 'adam_beta1': 0.8325855430960656, 'adam_beta2': 0.9517136753201484, 'warmup_steps': 65, 'train_batch': 10}
[Trial 16] Config: {'learning_rate': np.float64(1.461990027815888e-05), 'weight_decay': np.float64(0.0004669965468126083), 'adam_beta1': 0.8325855430960656, 'adam_beta2': 0.9517136753201484, 'warmup_steps': 65, 'train_batch': 10}
[Trial 17] Config: {'learning_rate': np.float64(4.428863842009165e-05), 'weight_decay': np.float64(5.1519429419163943e-05), 'adam_beta1': 0.8402396121621132, 'adam_beta2': 0.9813405771255493, 'warmup_steps': 323, 'train_batch': 31}
[Trial 17] Config: {'learning_rate': np.float64(4.428863842009165e-05), 'weight_decay': np.float64(5.1519429419163943e-05), 'adam_beta1': 0.8402396121621132, 'adam_beta2': 0.9813405771255493, 'warmup_steps': 323, 'train_batch': 31}
[Trial 18] Config: {'learning_rate': np.float64(7.331396220219998e-05), 'weight_decay': np.float64(0.0004641616438491821), 'adam_beta1': 0.913659182190895, 'adam_beta2': 0.968309624671936, 'warmup_steps': 207, 'train_batch': 10}
[Trial 18] Config: {'learning_rate': np.float64(7.331396220219998e-05), 'weight_decay': np.float64(0.0004641616438491821), 'adam_beta1': 0.913659182190895, 'adam_beta2': 0.968309624671936, 'warmup_steps': 207, 'train_batch': 10}
[Trial 19] Config: {'learning_rate': np.float64(7.921888854601892e-05), 'weight_decay': np.float64(0.00018515489991755062), 'adam_beta1': 0.8704367941617965, 'adam_beta2': 0.9826043969392776, 'warmup_steps': 154, 'train_batch': 12}
[Trial 19] Config: {'learning_rate': np.float64(7.921888854601892e-05), 'weight_decay': np.float64(0.00018515489991755062), 'adam_beta1': 0.8704367941617965, 'adam_beta2': 0.9826043969392776, 'warmup_steps': 154, 'train_batch': 12}
[Trial 20] Config: {'learning_rate': np.float64(1.4508725349778143e-06), 'weight_decay': np.float64(0.000895308285853424), 'adam_beta1': 0.8028301504254342, 'adam_beta2': 0.9616495218873023, 'warmup_steps': 313, 'train_batch': 25}
[Trial 20] Config: {'learning_rate': np.float64(1.4508725349778143e-06), 'weight_decay': np.float64(0.000895308285853424), 'adam_beta1': 0.8028301504254342, 'adam_beta2': 0.9616495218873023, 'warmup_steps': 313, 'train_batch': 25}
[Trial 21] Config: {'learning_rate': np.float64(8.030059378174598e-05), 'weight_decay': np.float64(8.318574156213964e-05), 'adam_beta1': 0.8313491943478585, 'adam_beta2': 0.9936148183345794, 'warmup_steps': 298, 'train_batch': 28}
[Trial 21] Config: {'learning_rate': np.float64(8.030059378174598e-05), 'weight_decay': np.float64(8.318574156213964e-05), 'adam_beta1': 0.8313491943478585, 'adam_beta2': 0.9936148183345794, 'warmup_steps': 298, 'train_batch': 28}
[Trial 22] Config: {'learning_rate': np.float64(4.3413994549458115e-05), 'weight_decay': np.float64(0.000731886169884471), 'adam_beta1': 0.8530164182186127, 'adam_beta2': 0.9796091881990433, 'warmup_steps': 66, 'train_batch': 10}
[Trial 22] Config: {'learning_rate': np.float64(4.3413994549458115e-05), 'weight_decay': np.float64(0.000731886169884471), 'adam_beta1': 0.8530164182186127, 'adam_beta2': 0.9796091881990433, 'warmup_steps': 66, 'train_batch': 10}
[Trial 23] Config: {'learning_rate': np.float64(2.21587152505795e-06), 'weight_decay': np.float64(0.00031684361190134776), 'adam_beta1': 0.9812797725200653, 'adam_beta2': 0.9910681157708168, 'warmup_steps': 53, 'train_batch': 30}
[Trial 23] Config: {'learning_rate': np.float64(2.21587152505795e-06), 'weight_decay': np.float64(0.00031684361190134776), 'adam_beta1': 0.9812797725200653, 'adam_beta2': 0.9910681157708168, 'warmup_steps': 53, 'train_batch': 30}
[Trial 24] Config: {'learning_rate': np.float64(8.432923949352256e-05), 'weight_decay': np.float64(2.2079585797396922e-05), 'adam_beta1': 0.8230125406384469, 'adam_beta2': 0.9528080753684044, 'warmup_steps': 481, 'train_batch': 24}
[Trial 24] Config: {'learning_rate': np.float64(8.432923949352256e-05), 'weight_decay': np.float64(2.2079585797396922e-05), 'adam_beta1': 0.8230125406384469, 'adam_beta2': 0.9528080753684044, 'warmup_steps': 481, 'train_batch': 24}
[Trial 25] Config: {'learning_rate': np.float64(5.07066051502137e-05), 'weight_decay': np.float64(3.072133256306006e-05), 'adam_beta1': 0.8016783702373506, 'adam_beta2': 0.9516497340202331, 'warmup_steps': 324, 'train_batch': 15}
[Trial 25] Config: {'learning_rate': np.float64(5.07066051502137e-05), 'weight_decay': np.float64(3.072133256306006e-05), 'adam_beta1': 0.8016783702373506, 'adam_beta2': 0.9516497340202331, 'warmup_steps': 324, 'train_batch': 15}
[Trial 26] Config: {'learning_rate': np.float64(7.693215919261424e-06), 'weight_decay': np.float64(0.0006059494154453262), 'adam_beta1': 0.872425919175148, 'adam_beta2': 0.9845636269450188, 'warmup_steps': 333, 'train_batch': 25}
[Trial 26] Config: {'learning_rate': np.float64(7.693215919261424e-06), 'weight_decay': np.float64(0.0006059494154453262), 'adam_beta1': 0.872425919175148, 'adam_beta2': 0.9845636269450188, 'warmup_steps': 333, 'train_batch': 25}
[Trial 27] Config: {'learning_rate': np.float64(5.366837512950557e-06), 'weight_decay': np.float64(0.00026102164437835705), 'adam_beta1': 0.897660203576088, 'adam_beta2': 0.9590128377079963, 'warmup_steps': 293, 'train_batch': 27}
[Trial 27] Config: {'learning_rate': np.float64(5.366837512950557e-06), 'weight_decay': np.float64(0.00026102164437835705), 'adam_beta1': 0.897660203576088, 'adam_beta2': 0.9590128377079963, 'warmup_steps': 293, 'train_batch': 27}
[Trial 28] Config: {'learning_rate': np.float64(4.2335866003635585e-06), 'weight_decay': np.float64(0.00011359067341935752), 'adam_beta1': 0.9448519515991212, 'adam_beta2': 0.9548743653595447, 'warmup_steps': 498, 'train_batch': 25}
[Trial 28] Config: {'learning_rate': np.float64(4.2335866003635585e-06), 'weight_decay': np.float64(0.00011359067341935752), 'adam_beta1': 0.9448519515991212, 'adam_beta2': 0.9548743653595447, 'warmup_steps': 498, 'train_batch': 25}
[Trial 29] Config: {'learning_rate': np.float64(1.9288246368250957e-06), 'weight_decay': np.float64(0.0004895307720436332), 'adam_beta1': 0.8461190211772919, 'adam_beta2': 0.9987580143213272, 'warmup_steps': 76, 'train_batch': 32}
[Trial 29] Config: {'learning_rate': np.float64(1.9288246368250957e-06), 'weight_decay': np.float64(0.0004895307720436332), 'adam_beta1': 0.8461190211772919, 'adam_beta2': 0.9987580143213272, 'warmup_steps': 76, 'train_batch': 32}
[Trial 30] Config: {'learning_rate': np.float64(1.725107044497345e-05), 'weight_decay': np.float64(1.609150971379281e-05), 'adam_beta1': 0.8970968586206436, 'adam_beta2': 0.9662783223390579, 'warmup_steps': 102, 'train_batch': 21}
[Trial 30] Config: {'learning_rate': np.float64(1.725107044497345e-05), 'weight_decay': np.float64(1.609150971379281e-05), 'adam_beta1': 0.8970968586206436, 'adam_beta2': 0.9662783223390579, 'warmup_steps': 102, 'train_batch': 21}
[Trial 31] Config: {'learning_rate': np.float64(2.114691644552568e-05), 'weight_decay': np.float64(0.0003215694233833595), 'adam_beta1': 0.9550992488861084, 'adam_beta2': 0.9611800967156887, 'warmup_steps': 213, 'train_batch': 10}
[Trial 31] Config: {'learning_rate': np.float64(2.114691644552568e-05), 'weight_decay': np.float64(0.0003215694233833595), 'adam_beta1': 0.9550992488861084, 'adam_beta2': 0.9611800967156887, 'warmup_steps': 213, 'train_batch': 10}
[Trial 32] Config: {'learning_rate': np.float64(2.017927106518011e-06), 'weight_decay': np.float64(0.00036128377115270425), 'adam_beta1': 0.8137757682800293, 'adam_beta2': 0.9603357345163822, 'warmup_steps': 202, 'train_batch': 11}
[Trial 32] Config: {'learning_rate': np.float64(2.017927106518011e-06), 'weight_decay': np.float64(0.00036128377115270425), 'adam_beta1': 0.8137757682800293, 'adam_beta2': 0.9603357345163822, 'warmup_steps': 202, 'train_batch': 11}
[Trial 33] Config: {'learning_rate': np.float64(6.450116676563582e-05), 'weight_decay': np.float64(0.0006319570330872182), 'adam_beta1': 0.9629554444551468, 'adam_beta2': 0.9543946157693862, 'warmup_steps': 68, 'train_batch': 18}
[Trial 33] Config: {'learning_rate': np.float64(6.450116676563582e-05), 'weight_decay': np.float64(0.0006319570330872182), 'adam_beta1': 0.9629554444551468, 'adam_beta2': 0.9543946157693862, 'warmup_steps': 68, 'train_batch': 18}
[Trial 34] Config: {'learning_rate': np.float64(1.4283295764172098e-06), 'weight_decay': np.float64(1.3700696676332708e-05), 'adam_beta1': 0.972147387266159, 'adam_beta2': 0.9552651219666004, 'warmup_steps': 184, 'train_batch': 17}
[Trial 34] Config: {'learning_rate': np.float64(1.4283295764172098e-06), 'weight_decay': np.float64(1.3700696676332708e-05), 'adam_beta1': 0.972147387266159, 'adam_beta2': 0.9552651219666004, 'warmup_steps': 184, 'train_batch': 17}
[Trial 35] Config: {'learning_rate': np.float64(1.0613605280588746e-06), 'weight_decay': np.float64(2.2577515042783126e-05), 'adam_beta1': 0.9200308668613434, 'adam_beta2': 0.9917768118977547, 'warmup_steps': 280, 'train_batch': 27}
[Trial 35] Config: {'learning_rate': np.float64(1.0613605280588746e-06), 'weight_decay': np.float64(2.2577515042783126e-05), 'adam_beta1': 0.9200308668613434, 'adam_beta2': 0.9917768118977547, 'warmup_steps': 280, 'train_batch': 27}
[Trial 36] Config: {'learning_rate': np.float64(4.089639601645126e-05), 'weight_decay': np.float64(0.0002380040193978916), 'adam_beta1': 0.9767783015966416, 'adam_beta2': 0.98416306579113, 'warmup_steps': 254, 'train_batch': 8}
[Trial 36] Config: {'learning_rate': np.float64(4.089639601645126e-05), 'weight_decay': np.float64(0.0002380040193978916), 'adam_beta1': 0.9767783015966416, 'adam_beta2': 0.98416306579113, 'warmup_steps': 254, 'train_batch': 8}
[Trial 37] Config: {'learning_rate': np.float64(2.0886811190422708e-05), 'weight_decay': np.float64(0.0005304051180567511), 'adam_beta1': 0.8145696142315865, 'adam_beta2': 0.9723984069228172, 'warmup_steps': 200, 'train_batch': 14}
[Trial 37] Config: {'learning_rate': np.float64(2.0886811190422708e-05), 'weight_decay': np.float64(0.0005304051180567511), 'adam_beta1': 0.8145696142315865, 'adam_beta2': 0.9723984069228172, 'warmup_steps': 200, 'train_batch': 14}
[Trial 38] Config: {'learning_rate': np.float64(3.869518922763268e-05), 'weight_decay': np.float64(0.0008660784259852246), 'adam_beta1': 0.8155920642614365, 'adam_beta2': 0.95758241507411, 'warmup_steps': 314, 'train_batch': 21}
[Trial 38] Config: {'learning_rate': np.float64(3.869518922763268e-05), 'weight_decay': np.float64(0.0008660784259852246), 'adam_beta1': 0.8155920642614365, 'adam_beta2': 0.95758241507411, 'warmup_steps': 314, 'train_batch': 21}
[Trial 39] Config: {'learning_rate': np.float64(2.1339994704921662e-05), 'weight_decay': np.float64(0.0001196932247146747), 'adam_beta1': 0.9365138936042785, 'adam_beta2': 0.9921474979519844, 'warmup_steps': 72, 'train_batch': 27}
[Trial 39] Config: {'learning_rate': np.float64(2.1339994704921662e-05), 'weight_decay': np.float64(0.0001196932247146747), 'adam_beta1': 0.9365138936042785, 'adam_beta2': 0.9921474979519844, 'warmup_steps': 72, 'train_batch': 27}
[Trial 40] Config: {'learning_rate': np.float64(2.482065849383703e-05), 'weight_decay': np.float64(0.00014826019292922917), 'adam_beta1': 0.8228751584887505, 'adam_beta2': 0.9779899396896362, 'warmup_steps': 359, 'train_batch': 11}
[Trial 40] Config: {'learning_rate': np.float64(2.482065849383703e-05), 'weight_decay': np.float64(0.00014826019292922917), 'adam_beta1': 0.8228751584887505, 'adam_beta2': 0.9779899396896362, 'warmup_steps': 359, 'train_batch': 11}
[Trial 41] Config: {'learning_rate': np.float64(4.453316358123797e-05), 'weight_decay': np.float64(1.5311509317927442e-05), 'adam_beta1': 0.8113271078467369, 'adam_beta2': 0.964283986389637, 'warmup_steps': 408, 'train_batch': 20}
[Trial 41] Config: {'learning_rate': np.float64(4.453316358123797e-05), 'weight_decay': np.float64(1.5311509317927442e-05), 'adam_beta1': 0.8113271078467369, 'adam_beta2': 0.964283986389637, 'warmup_steps': 408, 'train_batch': 20}
[Trial 42] Config: {'learning_rate': np.float64(7.636501763530948e-06), 'weight_decay': np.float64(1.1948136924279803e-05), 'adam_beta1': 0.8510117214918137, 'adam_beta2': 0.9695593582987785, 'warmup_steps': 428, 'train_batch': 12}
[Trial 42] Config: {'learning_rate': np.float64(7.636501763530948e-06), 'weight_decay': np.float64(1.1948136924279803e-05), 'adam_beta1': 0.8510117214918137, 'adam_beta2': 0.9695593582987785, 'warmup_steps': 428, 'train_batch': 12}
[Trial 43] Config: {'learning_rate': np.float64(2.408907933165936e-06), 'weight_decay': np.float64(0.0006363555717695959), 'adam_beta1': 0.9370034909248353, 'adam_beta2': 0.9858930615782737, 'warmup_steps': 114, 'train_batch': 18}
[Trial 43] Config: {'learning_rate': np.float64(2.408907933165936e-06), 'weight_decay': np.float64(0.0006363555717695959), 'adam_beta1': 0.9370034909248353, 'adam_beta2': 0.9858930615782737, 'warmup_steps': 114, 'train_batch': 18}
[Trial 44] Config: {'learning_rate': np.float64(5.149909789156516e-05), 'weight_decay': np.float64(2.762294595938681e-05), 'adam_beta1': 0.8151835530996323, 'adam_beta2': 0.984767296910286, 'warmup_steps': 210, 'train_batch': 22}
[Trial 44] Config: {'learning_rate': np.float64(5.149909789156516e-05), 'weight_decay': np.float64(2.762294595938681e-05), 'adam_beta1': 0.8151835530996323, 'adam_beta2': 0.984767296910286, 'warmup_steps': 210, 'train_batch': 22}
[Trial 45] Config: {'learning_rate': np.float64(2.5092621007518654e-06), 'weight_decay': np.float64(0.0003233148655434194), 'adam_beta1': 0.8053163811564445, 'adam_beta2': 0.9919011517763138, 'warmup_steps': 68, 'train_batch': 22}
[Trial 45] Config: {'learning_rate': np.float64(2.5092621007518654e-06), 'weight_decay': np.float64(0.0003233148655434194), 'adam_beta1': 0.8053163811564445, 'adam_beta2': 0.9919011517763138, 'warmup_steps': 68, 'train_batch': 22}
[Trial 46] Config: {'learning_rate': np.float64(1.9674808021433547e-05), 'weight_decay': np.float64(0.00012714685578118162), 'adam_beta1': 0.9784346449375152, 'adam_beta2': 0.9970689511299133, 'warmup_steps': 218, 'train_batch': 32}
[Trial 46] Config: {'learning_rate': np.float64(1.9674808021433547e-05), 'weight_decay': np.float64(0.00012714685578118162), 'adam_beta1': 0.9784346449375152, 'adam_beta2': 0.9970689511299133, 'warmup_steps': 218, 'train_batch': 32}
[Trial 47] Config: {'learning_rate': np.float64(4.079958866342741e-05), 'weight_decay': np.float64(1.3320635695076392e-05), 'adam_beta1': 0.8895614403486252, 'adam_beta2': 0.9942129687070846, 'warmup_steps': 81, 'train_batch': 29}
[Trial 47] Config: {'learning_rate': np.float64(4.079958866342741e-05), 'weight_decay': np.float64(1.3320635695076392e-05), 'adam_beta1': 0.8895614403486252, 'adam_beta2': 0.9942129687070846, 'warmup_steps': 81, 'train_batch': 29}
[Trial 48] Config: {'learning_rate': np.float64(1.404136663811219e-06), 'weight_decay': np.float64(5.331799567102992e-05), 'adam_beta1': 0.9851930403709411, 'adam_beta2': 0.9954237849712372, 'warmup_steps': 58, 'train_batch': 28}
[Trial 48] Config: {'learning_rate': np.float64(1.404136663811219e-06), 'weight_decay': np.float64(5.331799567102992e-05), 'adam_beta1': 0.9851930403709411, 'adam_beta2': 0.9954237849712372, 'warmup_steps': 58, 'train_batch': 28}
[Trial 49] Config: {'learning_rate': np.float64(7.232930013884969e-06), 'weight_decay': np.float64(0.00020518234450252215), 'adam_beta1': 0.8931172269582749, 'adam_beta2': 0.9547430787682533, 'warmup_steps': 465, 'train_batch': 8}
[Trial 49] Config: {'learning_rate': np.float64(7.232930013884969e-06), 'weight_decay': np.float64(0.00020518234450252215), 'adam_beta1': 0.8931172269582749, 'adam_beta2': 0.9547430787682533, 'warmup_steps': 465, 'train_batch': 8}
[Trial 50] Config: {'learning_rate': np.float64(4.780513976027165e-05), 'weight_decay': np.float64(1.0547962177402314e-05), 'adam_beta1': 0.8931765013933182, 'adam_beta2': 0.9577958355545997, 'warmup_steps': 390, 'train_batch': 23}
[Trial 50] Config: {'learning_rate': np.float64(4.780513976027165e-05), 'weight_decay': np.float64(1.0547962177402314e-05), 'adam_beta1': 0.8931765013933182, 'adam_beta2': 0.9577958355545997, 'warmup_steps': 390, 'train_batch': 23}
