[Trial 1] Config: {'learning_rate': np.float64(1.900437523873714e-05), 'weight_decay': np.float64(1.1220740288380033e-05), 'adam_beta1': 0.8522555704901327, 'adam_beta2': 0.9609373261692923, 'warmup_steps': 427, 'train_batch': 11}
[Trial 8] Config: {'learning_rate': np.float64(4.5583674266187176e-05), 'weight_decay': np.float64(0.00017259948865207625), 'adam_beta1': 0.9637243110590477, 'adam_beta2': 0.9782902551175813, 'warmup_steps': 410, 'train_batch': 10}
[Trial 8] Config: {'learning_rate': np.float64(4.5583674266187176e-05), 'weight_decay': np.float64(0.00017259948865207625), 'adam_beta1': 0.9637243110590477, 'adam_beta2': 0.9782902551175813, 'warmup_steps': 410, 'train_batch': 10}
[Trial 9] Config: {'learning_rate': np.float64(1.23494827350644e-06), 'weight_decay': np.float64(2.856252195909326e-05), 'adam_beta1': 0.8549837130844004, 'adam_beta2': 0.9539098068692577, 'warmup_steps': 169, 'train_batch': 11}
[Trial 9] Config: {'learning_rate': np.float64(1.23494827350644e-06), 'weight_decay': np.float64(2.856252195909326e-05), 'adam_beta1': 0.8549837130844004, 'adam_beta2': 0.9539098068692577, 'warmup_steps': 169, 'train_batch': 11}
[Trial 10] Config: {'learning_rate': np.float64(5.757745307830578e-06), 'weight_decay': np.float64(8.069016522267495e-05), 'adam_beta1': 0.9584809810617425, 'adam_beta2': 0.9579700507606481, 'warmup_steps': 231, 'train_batch': 14}
[Trial 10] Config: {'learning_rate': np.float64(5.757745307830578e-06), 'weight_decay': np.float64(8.069016522267495e-05), 'adam_beta1': 0.9584809810617425, 'adam_beta2': 0.9579700507606481, 'warmup_steps': 231, 'train_batch': 14}
[Trial 11] Config: {'learning_rate': np.float64(4.634714813327543e-06), 'weight_decay': np.float64(1.0392984091368012e-05), 'adam_beta1': 0.8223542138934136, 'adam_beta2': 0.9783532365560531, 'warmup_steps': 440, 'train_batch': 11}
[Trial 11] Config: {'learning_rate': np.float64(4.634714813327543e-06), 'weight_decay': np.float64(1.0392984091368012e-05), 'adam_beta1': 0.8223542138934136, 'adam_beta2': 0.9783532365560531, 'warmup_steps': 440, 'train_batch': 11}
[Trial 12] Config: {'learning_rate': np.float64(2.0519282036544663e-05), 'weight_decay': np.float64(0.0003370084726860904), 'adam_beta1': 0.8810851678252221, 'adam_beta2': 0.9785219612121582, 'warmup_steps': 52, 'train_batch': 30}
[Trial 12] Config: {'learning_rate': np.float64(2.0519282036544663e-05), 'weight_decay': np.float64(0.0003370084726860904), 'adam_beta1': 0.8810851678252221, 'adam_beta2': 0.9785219612121582, 'warmup_steps': 52, 'train_batch': 30}
[Trial 13] Config: {'learning_rate': np.float64(1.2072060056862844e-05), 'weight_decay': np.float64(1.6684457606507613e-05), 'adam_beta1': 0.8962387949228287, 'adam_beta2': 0.9981002480983734, 'warmup_steps': 113, 'train_batch': 31}
[Trial 13] Config: {'learning_rate': np.float64(1.2072060056862844e-05), 'weight_decay': np.float64(1.6684457606507613e-05), 'adam_beta1': 0.8962387949228287, 'adam_beta2': 0.9981002480983734, 'warmup_steps': 113, 'train_batch': 31}
[Trial 14] Config: {'learning_rate': np.float64(2.22793143459855e-05), 'weight_decay': np.float64(4.284669202036437e-05), 'adam_beta1': 0.9863971358537674, 'adam_beta2': 0.9830204286575317, 'warmup_steps': 403, 'train_batch': 13}
[Trial 14] Config: {'learning_rate': np.float64(2.22793143459855e-05), 'weight_decay': np.float64(4.284669202036437e-05), 'adam_beta1': 0.9863971358537674, 'adam_beta2': 0.9830204286575317, 'warmup_steps': 403, 'train_batch': 13}
[Trial 15] Config: {'learning_rate': np.float64(4.916569609491208e-06), 'weight_decay': np.float64(9.740688259564564e-05), 'adam_beta1': 0.8141313922405243, 'adam_beta2': 0.9561451318860054, 'warmup_steps': 337, 'train_batch': 11}
[Trial 15] Config: {'learning_rate': np.float64(4.916569609491208e-06), 'weight_decay': np.float64(9.740688259564564e-05), 'adam_beta1': 0.8141313922405243, 'adam_beta2': 0.9561451318860054, 'warmup_steps': 337, 'train_batch': 11}
[Trial 16] Config: {'learning_rate': np.float64(1.4619904291169034e-05), 'weight_decay': np.float64(0.0004669965468126083), 'adam_beta1': 0.8325855827331543, 'adam_beta2': 0.9517136753201484, 'warmup_steps': 65, 'train_batch': 10}
[Trial 16] Config: {'learning_rate': np.float64(1.4619904291169034e-05), 'weight_decay': np.float64(0.0004669965468126083), 'adam_beta1': 0.8325855827331543, 'adam_beta2': 0.9517136753201484, 'warmup_steps': 65, 'train_batch': 10}
[Trial 17] Config: {'learning_rate': np.float64(4.428863842009165e-05), 'weight_decay': np.float64(5.1519422348392356e-05), 'adam_beta1': 0.8402396687865258, 'adam_beta2': 0.9813405771255493, 'warmup_steps': 323, 'train_batch': 31}
[Trial 17] Config: {'learning_rate': np.float64(4.428863842009165e-05), 'weight_decay': np.float64(5.1519422348392356e-05), 'adam_beta1': 0.8402396687865258, 'adam_beta2': 0.9813405771255493, 'warmup_steps': 323, 'train_batch': 31}
[Trial 18] Config: {'learning_rate': np.float64(7.331396220219998e-05), 'weight_decay': np.float64(0.0004641617712567122), 'adam_beta1': 0.9136592841148377, 'adam_beta2': 0.9683096013069152, 'warmup_steps': 207, 'train_batch': 10}
[Trial 18] Config: {'learning_rate': np.float64(7.331396220219998e-05), 'weight_decay': np.float64(0.0004641617712567122), 'adam_beta1': 0.9136592841148377, 'adam_beta2': 0.9683096013069152, 'warmup_steps': 207, 'train_batch': 10}
[Trial 19] Config: {'learning_rate': np.float64(7.92189102907775e-05), 'weight_decay': np.float64(0.00018515479827141437), 'adam_beta1': 0.8704368847608567, 'adam_beta2': 0.9826043969392776, 'warmup_steps': 154, 'train_batch': 12}
[Trial 19] Config: {'learning_rate': np.float64(7.92189102907775e-05), 'weight_decay': np.float64(0.00018515479827141437), 'adam_beta1': 0.8704368847608567, 'adam_beta2': 0.9826043969392776, 'warmup_steps': 154, 'train_batch': 12}
[Trial 20] Config: {'learning_rate': np.float64(1.4508725349778143e-06), 'weight_decay': np.float64(0.000895308285853424), 'adam_beta1': 0.8028301560878754, 'adam_beta2': 0.96164952480793, 'warmup_steps': 313, 'train_batch': 25}
[Trial 20] Config: {'learning_rate': np.float64(1.4508725349778143e-06), 'weight_decay': np.float64(0.000895308285853424), 'adam_beta1': 0.8028301560878754, 'adam_beta2': 0.96164952480793, 'warmup_steps': 313, 'train_batch': 25}
[Trial 21] Config: {'learning_rate': np.float64(8.03006378651031e-05), 'weight_decay': np.float64(8.318481680585781e-05), 'adam_beta1': 0.8313494831323625, 'adam_beta2': 0.9936148241758347, 'warmup_steps': 298, 'train_batch': 28}
[Trial 21] Config: {'learning_rate': np.float64(8.03006378651031e-05), 'weight_decay': np.float64(8.318481680585781e-05), 'adam_beta1': 0.8313494831323625, 'adam_beta2': 0.9936148241758347, 'warmup_steps': 298, 'train_batch': 28}
[Trial 22] Config: {'learning_rate': np.float64(4.341406604963961e-05), 'weight_decay': np.float64(0.0007318845627254918), 'adam_beta1': 0.853016871213913, 'adam_beta2': 0.9796091881990433, 'warmup_steps': 66, 'train_batch': 10}
[Trial 22] Config: {'learning_rate': np.float64(4.341406604963961e-05), 'weight_decay': np.float64(0.0007318845627254918), 'adam_beta1': 0.853016871213913, 'adam_beta2': 0.9796091881990433, 'warmup_steps': 66, 'train_batch': 10}
[Trial 23] Config: {'learning_rate': np.float64(2.21587152505795e-06), 'weight_decay': np.float64(0.00031684135068278397), 'adam_beta1': 0.9812798404693603, 'adam_beta2': 0.9910681245326995, 'warmup_steps': 53, 'train_batch': 30}
[Trial 23] Config: {'learning_rate': np.float64(2.21587152505795e-06), 'weight_decay': np.float64(0.00031684135068278397), 'adam_beta1': 0.9812798404693603, 'adam_beta2': 0.9910681245326995, 'warmup_steps': 53, 'train_batch': 30}
[Trial 24] Config: {'learning_rate': np.float64(8.432923949352256e-05), 'weight_decay': np.float64(2.2079449433976095e-05), 'adam_beta1': 0.8230127331614495, 'adam_beta2': 0.9528080812096595, 'warmup_steps': 481, 'train_batch': 24}
[Trial 24] Config: {'learning_rate': np.float64(8.432923949352256e-05), 'weight_decay': np.float64(2.2079449433976095e-05), 'adam_beta1': 0.8230127331614495, 'adam_beta2': 0.9528080812096595, 'warmup_steps': 481, 'train_batch': 24}
[Trial 25] Config: {'learning_rate': np.float64(5.070671649779484e-05), 'weight_decay': np.float64(3.07210163390289e-05), 'adam_beta1': 0.8016783985495568, 'adam_beta2': 0.9516497267186641, 'warmup_steps': 324, 'train_batch': 15}
[Trial 25] Config: {'learning_rate': np.float64(5.070671649779484e-05), 'weight_decay': np.float64(3.07210163390289e-05), 'adam_beta1': 0.8016783985495568, 'adam_beta2': 0.9516497267186641, 'warmup_steps': 324, 'train_batch': 15}
[Trial 26] Config: {'learning_rate': np.float64(7.693052263690621e-06), 'weight_decay': np.float64(0.0006059424297611651), 'adam_beta1': 0.872426343858242, 'adam_beta2': 0.9845636882781982, 'warmup_steps': 333, 'train_batch': 25}
[Trial 26] Config: {'learning_rate': np.float64(7.693052263690621e-06), 'weight_decay': np.float64(0.0006059424297611651), 'adam_beta1': 0.872426343858242, 'adam_beta2': 0.9845636882781982, 'warmup_steps': 333, 'train_batch': 25}
[Trial 27] Config: {'learning_rate': np.float64(5.366741759657769e-06), 'weight_decay': np.float64(0.00026101462299728484), 'adam_beta1': 0.8976605999469758, 'adam_beta2': 0.9590128683745861, 'warmup_steps': 293, 'train_batch': 27}
[Trial 27] Config: {'learning_rate': np.float64(5.366741759657769e-06), 'weight_decay': np.float64(0.00026101462299728484), 'adam_beta1': 0.8976605999469758, 'adam_beta2': 0.9590128683745861, 'warmup_steps': 293, 'train_batch': 27}
[Trial 28] Config: {'learning_rate': np.float64(4.2335128092308796e-06), 'weight_decay': np.float64(0.00011358649544977247), 'adam_beta1': 0.9448522913455963, 'adam_beta2': 0.954874384343624, 'warmup_steps': 498, 'train_batch': 25}
[Trial 28] Config: {'learning_rate': np.float64(4.2335128092308796e-06), 'weight_decay': np.float64(0.00011358649544977247), 'adam_beta1': 0.9448522913455963, 'adam_beta2': 0.954874384343624, 'warmup_steps': 498, 'train_batch': 25}
[Trial 29] Config: {'learning_rate': np.float64(1.928800812074409e-06), 'weight_decay': np.float64(0.0004895202912121348), 'adam_beta1': 0.8461195534467697, 'adam_beta2': 0.9987580201625824, 'warmup_steps': 76, 'train_batch': 32}
[Trial 29] Config: {'learning_rate': np.float64(1.928800812074409e-06), 'weight_decay': np.float64(0.0004895202912121348), 'adam_beta1': 0.8461195534467697, 'adam_beta2': 0.9987580201625824, 'warmup_steps': 76, 'train_batch': 32}
[Trial 30] Config: {'learning_rate': np.float64(1.7250795803339905e-05), 'weight_decay': np.float64(1.6091324202920663e-05), 'adam_beta1': 0.8970970851182938, 'adam_beta2': 0.9662784128785133, 'warmup_steps': 102, 'train_batch': 21}
[Trial 30] Config: {'learning_rate': np.float64(1.7250795803339905e-05), 'weight_decay': np.float64(1.6091324202920663e-05), 'adam_beta1': 0.8970970851182938, 'adam_beta2': 0.9662784128785133, 'warmup_steps': 102, 'train_batch': 21}
[Trial 31] Config: {'learning_rate': np.float64(2.1146353406120876e-05), 'weight_decay': np.float64(0.0003215610380858068), 'adam_beta1': 0.9550992715358734, 'adam_beta2': 0.9611802062392234, 'warmup_steps': 213, 'train_batch': 10}
[Trial 31] Config: {'learning_rate': np.float64(2.1146353406120876e-05), 'weight_decay': np.float64(0.0003215610380858068), 'adam_beta1': 0.9550992715358734, 'adam_beta2': 0.9611802062392234, 'warmup_steps': 213, 'train_batch': 10}
[Trial 32] Config: {'learning_rate': np.float64(2.0178880569550644e-06), 'weight_decay': np.float64(0.00036127325943258225), 'adam_beta1': 0.8137759947776795, 'adam_beta2': 0.9603357783257961, 'warmup_steps': 202, 'train_batch': 11}
[Trial 32] Config: {'learning_rate': np.float64(2.0178880569550644e-06), 'weight_decay': np.float64(0.00036127325943258225), 'adam_beta1': 0.8137759947776795, 'adam_beta2': 0.9603357783257961, 'warmup_steps': 202, 'train_batch': 11}
[Trial 33] Config: {'learning_rate': np.float64(6.450047627842085e-05), 'weight_decay': np.float64(0.0006319487067937053), 'adam_beta1': 0.9629556369781495, 'adam_beta2': 0.9543946566581726, 'warmup_steps': 68, 'train_batch': 18}
[Trial 33] Config: {'learning_rate': np.float64(6.450047627842085e-05), 'weight_decay': np.float64(0.0006319487067937053), 'adam_beta1': 0.9629556369781495, 'adam_beta2': 0.9543946566581726, 'warmup_steps': 68, 'train_batch': 18}
[Trial 34] Config: {'learning_rate': np.float64(1.4283093853917184e-06), 'weight_decay': np.float64(1.370040522535066e-05), 'adam_beta1': 0.972147296667099, 'adam_beta2': 0.9552652533948421, 'warmup_steps': 184, 'train_batch': 17}
[Trial 34] Config: {'learning_rate': np.float64(1.4283093853917184e-06), 'weight_decay': np.float64(1.370040522535066e-05), 'adam_beta1': 0.972147296667099, 'adam_beta2': 0.9552652533948421, 'warmup_steps': 184, 'train_batch': 17}
[Trial 35] Config: {'learning_rate': np.float64(1.0613586344002516e-06), 'weight_decay': np.float64(2.257710912383483e-05), 'adam_beta1': 0.9200313085317612, 'adam_beta2': 0.9917768148183823, 'warmup_steps': 280, 'train_batch': 27}
[Trial 35] Config: {'learning_rate': np.float64(1.0613586344002516e-06), 'weight_decay': np.float64(2.257710912383483e-05), 'adam_beta1': 0.9200313085317612, 'adam_beta2': 0.9917768148183823, 'warmup_steps': 280, 'train_batch': 27}
[Trial 36] Config: {'learning_rate': np.float64(4.0895026512199304e-05), 'weight_decay': np.float64(0.0002380106831116162), 'adam_beta1': 0.9767785394191741, 'adam_beta2': 0.9841627094745636, 'warmup_steps': 254, 'train_batch': 8}
[Trial 36] Config: {'learning_rate': np.float64(4.0895026512199304e-05), 'weight_decay': np.float64(0.0002380106831116162), 'adam_beta1': 0.9767785394191741, 'adam_beta2': 0.9841627094745636, 'warmup_steps': 254, 'train_batch': 8}
[Trial 37] Config: {'learning_rate': np.float64(2.088583656728377e-05), 'weight_decay': np.float64(0.0005304115240841759), 'adam_beta1': 0.8145701634883881, 'adam_beta2': 0.9723980433046817, 'warmup_steps': 200, 'train_batch': 14}
[Trial 37] Config: {'learning_rate': np.float64(2.088583656728377e-05), 'weight_decay': np.float64(0.0005304115240841759), 'adam_beta1': 0.8145701634883881, 'adam_beta2': 0.9723980433046817, 'warmup_steps': 200, 'train_batch': 14}
[Trial 38] Config: {'learning_rate': np.float64(3.869426517474141e-05), 'weight_decay': np.float64(0.0008660805655530327), 'adam_beta1': 0.8155926021933556, 'adam_beta2': 0.9575824165344238, 'warmup_steps': 314, 'train_batch': 21}
[Trial 38] Config: {'learning_rate': np.float64(3.869426517474141e-05), 'weight_decay': np.float64(0.0008660805655530327), 'adam_beta1': 0.8155926021933556, 'adam_beta2': 0.9575824165344238, 'warmup_steps': 314, 'train_batch': 21}
[Trial 39] Config: {'learning_rate': np.float64(2.13389520766704e-05), 'weight_decay': np.float64(0.00011969398037141924), 'adam_beta1': 0.9365146636962891, 'adam_beta2': 0.9921473665237427, 'warmup_steps': 72, 'train_batch': 27}
[Trial 39] Config: {'learning_rate': np.float64(2.13389520766704e-05), 'weight_decay': np.float64(0.00011969398037141924), 'adam_beta1': 0.9365146636962891, 'adam_beta2': 0.9921473665237427, 'warmup_steps': 72, 'train_batch': 27}
[Trial 40] Config: {'learning_rate': np.float64(2.481980006930069e-05), 'weight_decay': np.float64(0.0001482641404812813), 'adam_beta1': 0.8228757926821709, 'adam_beta2': 0.9779897148013115, 'warmup_steps': 359, 'train_batch': 11}
[Trial 40] Config: {'learning_rate': np.float64(2.481980006930069e-05), 'weight_decay': np.float64(0.0001482641404812813), 'adam_beta1': 0.8228757926821709, 'adam_beta2': 0.9779897148013115, 'warmup_steps': 359, 'train_batch': 11}
[Trial 41] Config: {'learning_rate': np.float64(4.4529545457590127e-05), 'weight_decay': np.float64(1.5311963232352214e-05), 'adam_beta1': 0.811327153146267, 'adam_beta2': 0.9642826983928681, 'warmup_steps': 408, 'train_batch': 20}
[Trial 41] Config: {'learning_rate': np.float64(4.4529545457590127e-05), 'weight_decay': np.float64(1.5311963232352214e-05), 'adam_beta1': 0.811327153146267, 'adam_beta2': 0.9642826983928681, 'warmup_steps': 408, 'train_batch': 20}
[Trial 42] Config: {'learning_rate': np.float64(7.635272476489256e-06), 'weight_decay': np.float64(1.1948371420735481e-05), 'adam_beta1': 0.8510123330354691, 'adam_beta2': 0.969557570874691, 'warmup_steps': 428, 'train_batch': 12}
[Trial 42] Config: {'learning_rate': np.float64(7.635272476489256e-06), 'weight_decay': np.float64(1.1948371420735481e-05), 'adam_beta1': 0.8510123330354691, 'adam_beta2': 0.969557570874691, 'warmup_steps': 428, 'train_batch': 12}
[Trial 43] Config: {'learning_rate': np.float64(2.4086917239248372e-06), 'weight_decay': np.float64(0.0006363707684971558), 'adam_beta1': 0.9370035248994828, 'adam_beta2': 0.9858917618989944, 'warmup_steps': 114, 'train_batch': 18}
[Trial 43] Config: {'learning_rate': np.float64(2.4086917239248372e-06), 'weight_decay': np.float64(0.0006363707684971558), 'adam_beta1': 0.9370035248994828, 'adam_beta2': 0.9858917618989944, 'warmup_steps': 114, 'train_batch': 18}
[Trial 44] Config: {'learning_rate': np.float64(5.1496157695126064e-05), 'weight_decay': np.float64(2.7624121226866492e-05), 'adam_beta1': 0.8151839381456375, 'adam_beta2': 0.9847664732933045, 'warmup_steps': 210, 'train_batch': 22}
[Trial 44] Config: {'learning_rate': np.float64(5.1496157695126064e-05), 'weight_decay': np.float64(2.7624121226866492e-05), 'adam_beta1': 0.8151839381456375, 'adam_beta2': 0.9847664732933045, 'warmup_steps': 210, 'train_batch': 22}
[Trial 45] Config: {'learning_rate': np.float64(2.5090603003754764e-06), 'weight_decay': np.float64(0.00032332933155411014), 'adam_beta1': 0.8053166699409485, 'adam_beta2': 0.9919005968570709, 'warmup_steps': 68, 'train_batch': 22}
[Trial 45] Config: {'learning_rate': np.float64(2.5090603003754764e-06), 'weight_decay': np.float64(0.00032332933155411014), 'adam_beta1': 0.8053166699409485, 'adam_beta2': 0.9919005968570709, 'warmup_steps': 68, 'train_batch': 22}
[Trial 46] Config: {'learning_rate': np.float64(1.9671999946832105e-05), 'weight_decay': np.float64(0.00012715352194781046), 'adam_beta1': 0.97843425989151, 'adam_beta2': 0.9970688868761063, 'warmup_steps': 218, 'train_batch': 32}
[Trial 46] Config: {'learning_rate': np.float64(1.9671999946832105e-05), 'weight_decay': np.float64(0.00012715352194781046), 'adam_beta1': 0.97843425989151, 'adam_beta2': 0.9970688868761063, 'warmup_steps': 218, 'train_batch': 32}
[Trial 47] Config: {'learning_rate': np.float64(4.079369838307957e-05), 'weight_decay': np.float64(1.332103424592141e-05), 'adam_beta1': 0.8895587903261185, 'adam_beta2': 0.9942124955654145, 'warmup_steps': 81, 'train_batch': 29}
[Trial 47] Config: {'learning_rate': np.float64(4.079369838307957e-05), 'weight_decay': np.float64(1.332103424592141e-05), 'adam_beta1': 0.8895587903261185, 'adam_beta2': 0.9942124955654145, 'warmup_steps': 81, 'train_batch': 29}
[Trial 48] Config: {'learning_rate': np.float64(1.4040611233631011e-06), 'weight_decay': np.float64(5.33201178218631e-05), 'adam_beta1': 0.9851927232742309, 'adam_beta2': 0.9954234929084778, 'warmup_steps': 58, 'train_batch': 28}
[Trial 48] Config: {'learning_rate': np.float64(1.4040611233631011e-06), 'weight_decay': np.float64(5.33201178218631e-05), 'adam_beta1': 0.9851927232742309, 'adam_beta2': 0.9954234929084778, 'warmup_steps': 58, 'train_batch': 28}
[Trial 49] Config: {'learning_rate': np.float64(7.231702170738874e-06), 'weight_decay': np.float64(0.00020519152493406258), 'adam_beta1': 0.8931156697869301, 'adam_beta2': 0.9547425676584244, 'warmup_steps': 465, 'train_batch': 8}
[Trial 49] Config: {'learning_rate': np.float64(7.231702170738874e-06), 'weight_decay': np.float64(0.00020519152493406258), 'adam_beta1': 0.8931156697869301, 'adam_beta2': 0.9547425676584244, 'warmup_steps': 465, 'train_batch': 8}
[Trial 50] Config: {'learning_rate': np.float64(4.779791007922694e-05), 'weight_decay': np.float64(1.0548072199574193e-05), 'adam_beta1': 0.8931716373562812, 'adam_beta2': 0.9577942540347576, 'warmup_steps': 390, 'train_batch': 23}
[Trial 50] Config: {'learning_rate': np.float64(4.779791007922694e-05), 'weight_decay': np.float64(1.0548072199574193e-05), 'adam_beta1': 0.8931716373562812, 'adam_beta2': 0.9577942540347576, 'warmup_steps': 390, 'train_batch': 23}
