[Trial 1] Config: {'learning_rate': np.float64(3.1362095414272514e-05), 'weight_decay': np.float64(0.0008573825043178673), 'adam_beta1': 0.8826897711620908, 'adam_beta2': 0.9889206892444629, 'warmup_steps': 381, 'train_batch': 9}
[Trial 7] Config: {'learning_rate': np.float64(1.964677352389745e-05), 'weight_decay': np.float64(0.0005530527237717485), 'adam_beta1': 0.8380896700719375, 'adam_beta2': 0.9890962138546721, 'warmup_steps': 116, 'train_batch': 15}
[Trial 7] Config: {'learning_rate': np.float64(1.964677352389745e-05), 'weight_decay': np.float64(0.0005530527237717485), 'adam_beta1': 0.8380896700719375, 'adam_beta2': 0.9890962138546721, 'warmup_steps': 116, 'train_batch': 15}
[Trial 7] Config: {'learning_rate': np.float64(1.964677352389745e-05), 'weight_decay': np.float64(0.0005530527237717485), 'adam_beta1': 0.8380896700719375, 'adam_beta2': 0.9890962138546721, 'warmup_steps': 116, 'train_batch': 15}
[Trial 8] Config: {'learning_rate': np.float64(7.81506126974216e-06), 'weight_decay': np.float64(0.00023278794704794536), 'adam_beta1': 0.870422342645255, 'adam_beta2': 0.9923932735182739, 'warmup_steps': 210, 'train_batch': 17}
[Trial 8] Config: {'learning_rate': np.float64(7.81506126974216e-06), 'weight_decay': np.float64(0.00023278794704794536), 'adam_beta1': 0.870422342645255, 'adam_beta2': 0.9923932735182739, 'warmup_steps': 210, 'train_batch': 17}
[Trial 8] Config: {'learning_rate': np.float64(7.81506126974216e-06), 'weight_decay': np.float64(0.00023278794704794536), 'adam_beta1': 0.870422342645255, 'adam_beta2': 0.9923932735182739, 'warmup_steps': 210, 'train_batch': 17}
[Trial 8] Config: {'learning_rate': np.float64(7.81506126974216e-06), 'weight_decay': np.float64(0.00023278794704794536), 'adam_beta1': 0.870422342645255, 'adam_beta2': 0.9923932735182739, 'warmup_steps': 210, 'train_batch': 17}
[Trial 9] Config: {'learning_rate': np.float64(4.3356679140794406e-05), 'weight_decay': np.float64(0.0002526765749703286), 'adam_beta1': 0.9306687032925185, 'adam_beta2': 0.9884381746230418, 'warmup_steps': 252, 'train_batch': 23}
[Trial 9] Config: {'learning_rate': np.float64(4.3356679140794406e-05), 'weight_decay': np.float64(0.0002526765749703286), 'adam_beta1': 0.9306687032925185, 'adam_beta2': 0.9884381746230418, 'warmup_steps': 252, 'train_batch': 23}
[Trial 9] Config: {'learning_rate': np.float64(4.3356679140794406e-05), 'weight_decay': np.float64(0.0002526765749703286), 'adam_beta1': 0.9306687032925185, 'adam_beta2': 0.9884381746230418, 'warmup_steps': 252, 'train_batch': 23}
[Trial 9] Config: {'learning_rate': np.float64(4.3356679140794406e-05), 'weight_decay': np.float64(0.0002526765749703286), 'adam_beta1': 0.9306687032925185, 'adam_beta2': 0.9884381746230418, 'warmup_steps': 252, 'train_batch': 23}
[Trial 10] Config: {'learning_rate': np.float64(2.7633404335913537e-05), 'weight_decay': np.float64(0.00015238000801669766), 'adam_beta1': 0.9691025209798609, 'adam_beta2': 0.9726551460161516, 'warmup_steps': 68, 'train_batch': 22}
[Trial 10] Config: {'learning_rate': np.float64(2.7633404335913537e-05), 'weight_decay': np.float64(0.00015238000801669766), 'adam_beta1': 0.9691025209798609, 'adam_beta2': 0.9726551460161516, 'warmup_steps': 68, 'train_batch': 22}
[Trial 10] Config: {'learning_rate': np.float64(2.7633404335913537e-05), 'weight_decay': np.float64(0.00015238000801669766), 'adam_beta1': 0.9691025209798609, 'adam_beta2': 0.9726551460161516, 'warmup_steps': 68, 'train_batch': 22}
[Trial 10] Config: {'learning_rate': np.float64(2.7633404335913537e-05), 'weight_decay': np.float64(0.00015238000801669766), 'adam_beta1': 0.9691025209798609, 'adam_beta2': 0.9726551460161516, 'warmup_steps': 68, 'train_batch': 22}
[Trial 11] Config: {'learning_rate': np.float64(6.981792878418972e-05), 'weight_decay': np.float64(0.00021326128402825682), 'adam_beta1': 0.8027147895097733, 'adam_beta2': 0.99204769718647, 'warmup_steps': 258, 'train_batch': 32}
[Trial 11] Config: {'learning_rate': np.float64(6.981792878418972e-05), 'weight_decay': np.float64(0.00021326128402825682), 'adam_beta1': 0.8027147895097733, 'adam_beta2': 0.99204769718647, 'warmup_steps': 258, 'train_batch': 32}
[Trial 11] Config: {'learning_rate': np.float64(6.981792878418972e-05), 'weight_decay': np.float64(0.00021326128402825682), 'adam_beta1': 0.8027147895097733, 'adam_beta2': 0.99204769718647, 'warmup_steps': 258, 'train_batch': 32}
[Trial 11] Config: {'learning_rate': np.float64(6.981792878418972e-05), 'weight_decay': np.float64(0.00021326128402825682), 'adam_beta1': 0.8027147895097733, 'adam_beta2': 0.99204769718647, 'warmup_steps': 258, 'train_batch': 32}
[Trial 12] Config: {'learning_rate': np.float64(5.643933750319631e-06), 'weight_decay': np.float64(1.4905574681922277e-05), 'adam_beta1': 0.9700289094448089, 'adam_beta2': 0.979389189004898, 'warmup_steps': 93, 'train_batch': 13}
[Trial 12] Config: {'learning_rate': np.float64(5.643933750319631e-06), 'weight_decay': np.float64(1.4905574681922277e-05), 'adam_beta1': 0.9700289094448089, 'adam_beta2': 0.979389189004898, 'warmup_steps': 93, 'train_batch': 13}
[Trial 12] Config: {'learning_rate': np.float64(5.643933750319631e-06), 'weight_decay': np.float64(1.4905574681922277e-05), 'adam_beta1': 0.9700289094448089, 'adam_beta2': 0.979389189004898, 'warmup_steps': 93, 'train_batch': 13}
[Trial 12] Config: {'learning_rate': np.float64(5.643933750319631e-06), 'weight_decay': np.float64(1.4905574681922277e-05), 'adam_beta1': 0.9700289094448089, 'adam_beta2': 0.979389189004898, 'warmup_steps': 93, 'train_batch': 13}
[Trial 13] Config: {'learning_rate': np.float64(8.950706744771023e-05), 'weight_decay': np.float64(0.00024921682465567905), 'adam_beta1': 0.8974675899744033, 'adam_beta2': 0.95616885176301, 'warmup_steps': 354, 'train_batch': 31}
[Trial 13] Config: {'learning_rate': np.float64(8.950706744771023e-05), 'weight_decay': np.float64(0.00024921682465567905), 'adam_beta1': 0.8974675899744033, 'adam_beta2': 0.95616885176301, 'warmup_steps': 354, 'train_batch': 31}
[Trial 13] Config: {'learning_rate': np.float64(8.950706744771023e-05), 'weight_decay': np.float64(0.00024921682465567905), 'adam_beta1': 0.8974675899744033, 'adam_beta2': 0.95616885176301, 'warmup_steps': 354, 'train_batch': 31}
[Trial 13] Config: {'learning_rate': np.float64(8.950706744771023e-05), 'weight_decay': np.float64(0.00024921682465567905), 'adam_beta1': 0.8974675899744033, 'adam_beta2': 0.95616885176301, 'warmup_steps': 354, 'train_batch': 31}
[Trial 14] Config: {'learning_rate': np.float64(9.605613549741196e-05), 'weight_decay': np.float64(0.00023820329276150388), 'adam_beta1': 0.8646472933888436, 'adam_beta2': 0.980585787653923, 'warmup_steps': 487, 'train_batch': 24}
[Trial 14] Config: {'learning_rate': np.float64(9.605613549741196e-05), 'weight_decay': np.float64(0.00023820329276150388), 'adam_beta1': 0.8646472933888436, 'adam_beta2': 0.980585787653923, 'warmup_steps': 487, 'train_batch': 24}
[Trial 14] Config: {'learning_rate': np.float64(9.605613549741196e-05), 'weight_decay': np.float64(0.00023820329276150388), 'adam_beta1': 0.8646472933888436, 'adam_beta2': 0.980585787653923, 'warmup_steps': 487, 'train_batch': 24}
[Trial 14] Config: {'learning_rate': np.float64(9.605613549741196e-05), 'weight_decay': np.float64(0.00023820329276150388), 'adam_beta1': 0.8646472933888436, 'adam_beta2': 0.980585787653923, 'warmup_steps': 487, 'train_batch': 24}
[Trial 15] Config: {'learning_rate': np.float64(1.0512848585327798e-06), 'weight_decay': np.float64(8.708648547008617e-05), 'adam_beta1': 0.8881866505742073, 'adam_beta2': 0.9620661625564098, 'warmup_steps': 486, 'train_batch': 17}
[Trial 15] Config: {'learning_rate': np.float64(1.0512848585327798e-06), 'weight_decay': np.float64(8.708648547008617e-05), 'adam_beta1': 0.8881866505742073, 'adam_beta2': 0.9620661625564098, 'warmup_steps': 486, 'train_batch': 17}
[Trial 15] Config: {'learning_rate': np.float64(1.0512848585327798e-06), 'weight_decay': np.float64(8.708648547008617e-05), 'adam_beta1': 0.8881866505742073, 'adam_beta2': 0.9620661625564098, 'warmup_steps': 486, 'train_batch': 17}
[Trial 15] Config: {'learning_rate': np.float64(1.0512848585327798e-06), 'weight_decay': np.float64(8.708648547008617e-05), 'adam_beta1': 0.8881866505742073, 'adam_beta2': 0.9620661625564098, 'warmup_steps': 486, 'train_batch': 17}
[Trial 16] Config: {'learning_rate': np.float64(2.3754754239835623e-05), 'weight_decay': np.float64(8.871587189552692e-05), 'adam_beta1': 0.800334259569645, 'adam_beta2': 0.9677071795165538, 'warmup_steps': 239, 'train_batch': 17}
[Trial 16] Config: {'learning_rate': np.float64(2.3754754239835623e-05), 'weight_decay': np.float64(8.871587189552692e-05), 'adam_beta1': 0.800334259569645, 'adam_beta2': 0.9677071795165538, 'warmup_steps': 239, 'train_batch': 17}
[Trial 16] Config: {'learning_rate': np.float64(2.3754754239835623e-05), 'weight_decay': np.float64(8.871587189552692e-05), 'adam_beta1': 0.800334259569645, 'adam_beta2': 0.9677071795165538, 'warmup_steps': 239, 'train_batch': 17}
[Trial 16] Config: {'learning_rate': np.float64(2.3754754239835623e-05), 'weight_decay': np.float64(8.871587189552692e-05), 'adam_beta1': 0.800334259569645, 'adam_beta2': 0.9677071795165538, 'warmup_steps': 239, 'train_batch': 17}
[Trial 17] Config: {'learning_rate': np.float64(9.94757862630522e-05), 'weight_decay': np.float64(6.593212930512388e-05), 'adam_beta1': 0.9281229823827744, 'adam_beta2': 0.9733079896569252, 'warmup_steps': 132, 'train_batch': 9}
[Trial 17] Config: {'learning_rate': np.float64(9.94757862630522e-05), 'weight_decay': np.float64(6.593212930512388e-05), 'adam_beta1': 0.9281229823827744, 'adam_beta2': 0.9733079896569252, 'warmup_steps': 132, 'train_batch': 9}
[Trial 17] Config: {'learning_rate': np.float64(9.94757862630522e-05), 'weight_decay': np.float64(6.593212930512388e-05), 'adam_beta1': 0.9281229823827744, 'adam_beta2': 0.9733079896569252, 'warmup_steps': 132, 'train_batch': 9}
[Trial 17] Config: {'learning_rate': np.float64(9.94757862630522e-05), 'weight_decay': np.float64(6.593212930512388e-05), 'adam_beta1': 0.9281229823827744, 'adam_beta2': 0.9733079896569252, 'warmup_steps': 132, 'train_batch': 9}
[Trial 18] Config: {'learning_rate': np.float64(1.3555228429642122e-06), 'weight_decay': np.float64(0.0005903566621176803), 'adam_beta1': 0.9598575001955032, 'adam_beta2': 0.9920136952400207, 'warmup_steps': 61, 'train_batch': 20}
[Trial 18] Config: {'learning_rate': np.float64(1.3555228429642122e-06), 'weight_decay': np.float64(0.0005903566621176803), 'adam_beta1': 0.9598575001955032, 'adam_beta2': 0.9920136952400207, 'warmup_steps': 61, 'train_batch': 20}
[Trial 18] Config: {'learning_rate': np.float64(1.3555228429642122e-06), 'weight_decay': np.float64(0.0005903566621176803), 'adam_beta1': 0.9598575001955032, 'adam_beta2': 0.9920136952400207, 'warmup_steps': 61, 'train_batch': 20}
[Trial 18] Config: {'learning_rate': np.float64(1.3555228429642122e-06), 'weight_decay': np.float64(0.0005903566621176803), 'adam_beta1': 0.9598575001955032, 'adam_beta2': 0.9920136952400207, 'warmup_steps': 61, 'train_batch': 20}
[Trial 19] Config: {'learning_rate': np.float64(4.1565401082723504e-05), 'weight_decay': np.float64(1.0252874965677977e-05), 'adam_beta1': 0.8985279160737991, 'adam_beta2': 0.9794228054285049, 'warmup_steps': 127, 'train_batch': 15}
[Trial 19] Config: {'learning_rate': np.float64(4.1565401082723504e-05), 'weight_decay': np.float64(1.0252874965677977e-05), 'adam_beta1': 0.8985279160737991, 'adam_beta2': 0.9794228054285049, 'warmup_steps': 127, 'train_batch': 15}
[Trial 19] Config: {'learning_rate': np.float64(4.1565401082723504e-05), 'weight_decay': np.float64(1.0252874965677977e-05), 'adam_beta1': 0.8985279160737991, 'adam_beta2': 0.9794228054285049, 'warmup_steps': 127, 'train_batch': 15}
[Trial 19] Config: {'learning_rate': np.float64(4.1565401082723504e-05), 'weight_decay': np.float64(1.0252874965677977e-05), 'adam_beta1': 0.8985279160737991, 'adam_beta2': 0.9794228054285049, 'warmup_steps': 127, 'train_batch': 15}
[Trial 20] Config: {'learning_rate': np.float64(7.412119741951865e-06), 'weight_decay': np.float64(0.0008597816278494611), 'adam_beta1': 0.9311237931251526, 'adam_beta2': 0.9663003920614719, 'warmup_steps': 487, 'train_batch': 16}
[Trial 20] Config: {'learning_rate': np.float64(7.412119741951865e-06), 'weight_decay': np.float64(0.0008597816278494611), 'adam_beta1': 0.9311237931251526, 'adam_beta2': 0.9663003920614719, 'warmup_steps': 487, 'train_batch': 16}
[Trial 20] Config: {'learning_rate': np.float64(7.412119741951865e-06), 'weight_decay': np.float64(0.0008597816278494611), 'adam_beta1': 0.9311237931251526, 'adam_beta2': 0.9663003920614719, 'warmup_steps': 487, 'train_batch': 16}
[Trial 20] Config: {'learning_rate': np.float64(7.412119741951865e-06), 'weight_decay': np.float64(0.0008597816278494611), 'adam_beta1': 0.9311237931251526, 'adam_beta2': 0.9663003920614719, 'warmup_steps': 487, 'train_batch': 16}
[Trial 21] Config: {'learning_rate': np.float64(9.684055761899497e-06), 'weight_decay': np.float64(2.3579680214603945e-05), 'adam_beta1': 0.8032885363698006, 'adam_beta2': 0.9544791533350944, 'warmup_steps': 291, 'train_batch': 31}
[Trial 21] Config: {'learning_rate': np.float64(9.684055761899497e-06), 'weight_decay': np.float64(2.3579680214603945e-05), 'adam_beta1': 0.8032885363698006, 'adam_beta2': 0.9544791533350944, 'warmup_steps': 291, 'train_batch': 31}
[Trial 21] Config: {'learning_rate': np.float64(9.684055761899497e-06), 'weight_decay': np.float64(2.3579680214603945e-05), 'adam_beta1': 0.8032885363698006, 'adam_beta2': 0.9544791533350944, 'warmup_steps': 291, 'train_batch': 31}
[Trial 21] Config: {'learning_rate': np.float64(9.684055761899497e-06), 'weight_decay': np.float64(2.3579680214603945e-05), 'adam_beta1': 0.8032885363698006, 'adam_beta2': 0.9544791533350944, 'warmup_steps': 291, 'train_batch': 31}
[Trial 22] Config: {'learning_rate': np.float64(2.3758171191617372e-05), 'weight_decay': np.float64(0.00043660964623959354), 'adam_beta1': 0.8648009324073792, 'adam_beta2': 0.9667506374716759, 'warmup_steps': 245, 'train_batch': 17}
[Trial 22] Config: {'learning_rate': np.float64(2.3758171191617372e-05), 'weight_decay': np.float64(0.00043660964623959354), 'adam_beta1': 0.8648009324073792, 'adam_beta2': 0.9667506374716759, 'warmup_steps': 245, 'train_batch': 17}
[Trial 22] Config: {'learning_rate': np.float64(2.3758171191617372e-05), 'weight_decay': np.float64(0.00043660964623959354), 'adam_beta1': 0.8648009324073792, 'adam_beta2': 0.9667506374716759, 'warmup_steps': 245, 'train_batch': 17}
[Trial 22] Config: {'learning_rate': np.float64(2.3758171191617372e-05), 'weight_decay': np.float64(0.00043660964623959354), 'adam_beta1': 0.8648009324073792, 'adam_beta2': 0.9667506374716759, 'warmup_steps': 245, 'train_batch': 17}
[Trial 23] Config: {'learning_rate': np.float64(3.5858338748081193e-06), 'weight_decay': np.float64(0.000973856288647875), 'adam_beta1': 0.947089204788208, 'adam_beta2': 0.9940574686527253, 'warmup_steps': 89, 'train_batch': 32}
[Trial 23] Config: {'learning_rate': np.float64(3.5858338748081193e-06), 'weight_decay': np.float64(0.000973856288647875), 'adam_beta1': 0.947089204788208, 'adam_beta2': 0.9940574686527253, 'warmup_steps': 89, 'train_batch': 32}
[Trial 23] Config: {'learning_rate': np.float64(3.5858338748081193e-06), 'weight_decay': np.float64(0.000973856288647875), 'adam_beta1': 0.947089204788208, 'adam_beta2': 0.9940574686527253, 'warmup_steps': 89, 'train_batch': 32}
[Trial 23] Config: {'learning_rate': np.float64(3.5858338748081193e-06), 'weight_decay': np.float64(0.000973856288647875), 'adam_beta1': 0.947089204788208, 'adam_beta2': 0.9940574686527253, 'warmup_steps': 89, 'train_batch': 32}
[Trial 24] Config: {'learning_rate': np.float64(2.2945152651240916e-05), 'weight_decay': np.float64(6.721749796759456e-05), 'adam_beta1': 0.8259349718689919, 'adam_beta2': 0.952720021367073, 'warmup_steps': 221, 'train_batch': 9}
[Trial 24] Config: {'learning_rate': np.float64(2.2945152651240916e-05), 'weight_decay': np.float64(6.721749796759456e-05), 'adam_beta1': 0.8259349718689919, 'adam_beta2': 0.952720021367073, 'warmup_steps': 221, 'train_batch': 9}
[Trial 24] Config: {'learning_rate': np.float64(2.2945152651240916e-05), 'weight_decay': np.float64(6.721749796759456e-05), 'adam_beta1': 0.8259349718689919, 'adam_beta2': 0.952720021367073, 'warmup_steps': 221, 'train_batch': 9}
[Trial 24] Config: {'learning_rate': np.float64(2.2945152651240916e-05), 'weight_decay': np.float64(6.721749796759456e-05), 'adam_beta1': 0.8259349718689919, 'adam_beta2': 0.952720021367073, 'warmup_steps': 221, 'train_batch': 9}
[Trial 25] Config: {'learning_rate': np.float64(4.9227665823334816e-05), 'weight_decay': np.float64(0.0007992581487227556), 'adam_beta1': 0.8320591115951539, 'adam_beta2': 0.9834997240900993, 'warmup_steps': 466, 'train_batch': 9}
[Trial 25] Config: {'learning_rate': np.float64(4.9227665823334816e-05), 'weight_decay': np.float64(0.0007992581487227556), 'adam_beta1': 0.8320591115951539, 'adam_beta2': 0.9834997240900993, 'warmup_steps': 466, 'train_batch': 9}
[Trial 25] Config: {'learning_rate': np.float64(4.9227665823334816e-05), 'weight_decay': np.float64(0.0007992581487227556), 'adam_beta1': 0.8320591115951539, 'adam_beta2': 0.9834997240900993, 'warmup_steps': 466, 'train_batch': 9}
[Trial 25] Config: {'learning_rate': np.float64(4.9227665823334816e-05), 'weight_decay': np.float64(0.0007992581487227556), 'adam_beta1': 0.8320591115951539, 'adam_beta2': 0.9834997240900993, 'warmup_steps': 466, 'train_batch': 9}
[Trial 26] Config: {'learning_rate': np.float64(6.923034675627895e-06), 'weight_decay': np.float64(5.989312994393464e-05), 'adam_beta1': 0.8514478427171708, 'adam_beta2': 0.9705600208044052, 'warmup_steps': 231, 'train_batch': 17}
[Trial 26] Config: {'learning_rate': np.float64(6.923034675627895e-06), 'weight_decay': np.float64(5.989312994393464e-05), 'adam_beta1': 0.8514478427171708, 'adam_beta2': 0.9705600208044052, 'warmup_steps': 231, 'train_batch': 17}
[Trial 26] Config: {'learning_rate': np.float64(6.923034675627895e-06), 'weight_decay': np.float64(5.989312994393464e-05), 'adam_beta1': 0.8514478427171708, 'adam_beta2': 0.9705600208044052, 'warmup_steps': 231, 'train_batch': 17}
[Trial 26] Config: {'learning_rate': np.float64(6.923034675627895e-06), 'weight_decay': np.float64(5.989312994393464e-05), 'adam_beta1': 0.8514478427171708, 'adam_beta2': 0.9705600208044052, 'warmup_steps': 231, 'train_batch': 17}
[Trial 27] Config: {'learning_rate': np.float64(1.456407980639822e-06), 'weight_decay': np.float64(1.907793159177079e-05), 'adam_beta1': 0.9675988274812698, 'adam_beta2': 0.9504928967952728, 'warmup_steps': 476, 'train_batch': 27}
[Trial 27] Config: {'learning_rate': np.float64(1.456407980639822e-06), 'weight_decay': np.float64(1.907793159177079e-05), 'adam_beta1': 0.9675988274812698, 'adam_beta2': 0.9504928967952728, 'warmup_steps': 476, 'train_batch': 27}
[Trial 27] Config: {'learning_rate': np.float64(1.456407980639822e-06), 'weight_decay': np.float64(1.907793159177079e-05), 'adam_beta1': 0.9675988274812698, 'adam_beta2': 0.9504928967952728, 'warmup_steps': 476, 'train_batch': 27}
[Trial 27] Config: {'learning_rate': np.float64(1.456407980639822e-06), 'weight_decay': np.float64(1.907793159177079e-05), 'adam_beta1': 0.9675988274812698, 'adam_beta2': 0.9504928967952728, 'warmup_steps': 476, 'train_batch': 27}
[Trial 28] Config: {'learning_rate': np.float64(7.707339295233984e-05), 'weight_decay': np.float64(0.0003654711484241828), 'adam_beta1': 0.9317838978767395, 'adam_beta2': 0.9541453504264354, 'warmup_steps': 213, 'train_batch': 23}
[Trial 28] Config: {'learning_rate': np.float64(7.707339295233984e-05), 'weight_decay': np.float64(0.0003654711484241828), 'adam_beta1': 0.9317838978767395, 'adam_beta2': 0.9541453504264354, 'warmup_steps': 213, 'train_batch': 23}
[Trial 28] Config: {'learning_rate': np.float64(7.707339295233984e-05), 'weight_decay': np.float64(0.0003654711484241828), 'adam_beta1': 0.9317838978767395, 'adam_beta2': 0.9541453504264354, 'warmup_steps': 213, 'train_batch': 23}
[Trial 28] Config: {'learning_rate': np.float64(7.707339295233984e-05), 'weight_decay': np.float64(0.0003654711484241828), 'adam_beta1': 0.9317838978767395, 'adam_beta2': 0.9541453504264354, 'warmup_steps': 213, 'train_batch': 23}
[Trial 29] Config: {'learning_rate': np.float64(6.0195714362768926e-05), 'weight_decay': np.float64(0.0001961293444752198), 'adam_beta1': 0.9519330835342408, 'adam_beta2': 0.9876580406427383, 'warmup_steps': 166, 'train_batch': 27}
[Trial 29] Config: {'learning_rate': np.float64(6.0195714362768926e-05), 'weight_decay': np.float64(0.0001961293444752198), 'adam_beta1': 0.9519330835342408, 'adam_beta2': 0.9876580406427383, 'warmup_steps': 166, 'train_batch': 27}
[Trial 29] Config: {'learning_rate': np.float64(6.0195714362768926e-05), 'weight_decay': np.float64(0.0001961293444752198), 'adam_beta1': 0.9519330835342408, 'adam_beta2': 0.9876580406427383, 'warmup_steps': 166, 'train_batch': 27}
[Trial 29] Config: {'learning_rate': np.float64(6.0195714362768926e-05), 'weight_decay': np.float64(0.0001961293444752198), 'adam_beta1': 0.9519330835342408, 'adam_beta2': 0.9876580406427383, 'warmup_steps': 166, 'train_batch': 27}
